04/27/11 - 16:47:43; Successful Startup
04/28/11 - 21:00:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:01:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:01:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:01:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:01:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:01:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:01:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:01:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:01:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:01:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
